"","site","ID","Aluminum.Tag","Code","Sex","leafN_t0","tillerN_t0","bottomLeafN_t0","Block","tillerN_t1","flowerN_t1","Phenology_t1","flowerLength1_t1","flowerLength2_t1","flowerLength3_t1","Tillering_t1","Moisture.Standard_t1","Moisture.High.Clay_t1","Max.Height_t1","Comments_t1","year","flowerN_t0","Phenology_t0","flowerLength1_t0","flowerLength2_t0","flowerLength3_t0","Tillering_t0","Moisture.Standard_t0","Moisture.High.Clay_t0","Max.Height_t0","Comments_t0","MaxWidth_t1","MaxLength_t1","MaxWidth_t0","MaxLength_t0","sum_widths","clone_area_t0","clone_area_t1","Longitude","Latitude","long.scaled","long.center","unique.block","flow_t1","pc_fn","surv_t1","delta.tiller","log_ratio","ploidy","symb","col"
"1","buffalolake",1,83,"QLP","F",6,2,11,14,6,0,"",NA,NA,NA,1,33,NA,"15.9","Chewed ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",0,0,1,4,1.09861228866811,"low",21,"blue"
"2","buffalolake",107,59,"CWM","F",4,1,0,10,1,0,"",NA,NA,NA,0,36.2,NA,"13.1","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",0,0,1,0,0,"low",21,"blue"
"3","buffalolake",109,33,"HHC","F",7,2,0,6,8,0,"",NA,NA,NA,0,27.5,NA,"25.2","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",0,0,1,6,1.38629436111989,"high",21,"blue"
"4","buffalolake",110,27,"HHC","F",6,2,1,5,6,2,"3",6,6.4,NA,1,35.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.5",1,0.333333333333333,1,4,1.09861228866811,"high",21,"blue"
"5","buffalolake",114,17,"HHC","F",4,2,11,3,9,1,"2",6.7,NA,NA,1,31.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",1,0.111111111111111,1,7,1.50407739677627,"high",21,"blue"
"6","buffalolake",12,47,"QLP","F",3,1,6,8,0,NA,"",NA,NA,NA,NA,39.8,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.8",NA,NA,0,-1,NA,"low",21,"blue"
"7","buffalolake",121,49,"HHC","M",3,1,11,9,1,0,"",NA,NA,NA,0,33.3,NA,"11.4","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.9",0,0,1,0,0,"high",24,"red"
"8","buffalolake",131,36,"CWM","M",5,1,0,6,0,NA,"",NA,NA,NA,NA,32.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",NA,NA,0,-1,NA,"low",24,"red"
"9","buffalolake",14,34,"HHC","M",4,2,0,6,2,0,"",NA,NA,NA,1,34.8,NA,"21.4","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",0,0,1,0,0,"high",24,"red"
"10","buffalolake",142,60,"CWM","M",8,1,2,10,0,NA,"",NA,NA,NA,NA,31.1,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",NA,NA,0,-1,NA,"low",24,"red"
"11","buffalolake",145,79,"CWM","F",6,2,0,14,0,NA,"",NA,NA,NA,NA,29.3,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",NA,NA,0,-2,NA,"low",21,"blue"
"12","buffalolake",147,71,"CWM","M",6,2,0,12,0,NA,"",NA,NA,NA,NA,33,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",NA,NA,0,-2,NA,"low",24,"red"
"13","buffalolake",15,6,"HHC","M",2,1,13,1,2,0,"",NA,NA,NA,1,33.7,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.1",0,0,1,1,0.693147180559945,"high",24,"red"
"14","buffalolake",166,18,"HHC","M",6,3,3,3,2,0,"",NA,NA,NA,0,32.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",0,0,1,-1,-0.405465108108164,"high",24,"red"
"15","buffalolake",17,28,"HHC","M",3,1,11,5,2,0,"",NA,NA,NA,1,33,NA,NA,"Tree down above plant, but did not seem to harm it ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.5",0,0,1,1,0.693147180559945,"high",24,"red"
"16","buffalolake",18,12,"HHC","M",3,1,7,2,4,0,"",NA,NA,NA,1,30.4,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.2",0,0,1,3,1.38629436111989,"high",24,"red"
"17","buffalolake",211,38,"QLP","M",7,3,6,7,2,0,"",NA,NA,NA,1,27.2,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",0,0,1,-1,-0.405465108108164,"low",24,"red"
"18","buffalolake",215,48,"QLP","M",10,3,4,8,3,0,"",NA,NA,NA,1,40.2,NA,NA,"Herb. ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.8",0,0,1,0,0,"low",24,"red"
"19","buffalolake",219,84,"QLP","M",12,3,3,14,9,0,"",NA,NA,NA,1,27.5,NA,"26.7","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",0,0,1,6,1.09861228866811,"low",24,"red"
"20","buffalolake",25,64,"QLP","M",5,2,1,11,0,0,"",NA,NA,NA,NA,30.4,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,NA,0,-2,NA,"low",24,"red"
"21","buffalolake",292,41,"SSC","F",4,1,11,7,5,1,"4",9.1,NA,NA,0,31.9,NA,"38","Flow stalk ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",1,0.2,1,4,1.6094379124341,"low",21,"blue"
"22","buffalolake",292,57,"SSC","F",5,1,7,10,3,0,"",NA,NA,NA,NA,41.3,NA,"29.1","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",0,0,1,2,1.09861228866811,"low",21,"blue"
"23","buffalolake",293,31,"LAR","F",7,3,2,6,3,0,"",NA,NA,NA,1,33,NA,"19.1","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",0,0,1,0,0,"low",21,"blue"
"24","buffalolake",293,65,"LAR","F",16,5,0,11,11,0,"",NA,NA,NA,1,33.7,NA,"18","Tillering is a close call ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,0,1,6,0.78845736036427,"low",21,"blue"
"25","buffalolake",294,74,"SSC","M",3,1,0,13,1,0,"",NA,NA,NA,0,30.4,NA,"19.5","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",0,0,1,0,0,"low",24,"red"
"26","buffalolake",295,26,"LAR","M",3,1,2,5,4,0,"",NA,NA,NA,0,33,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.5",0,0,1,3,1.38629436111989,"low",24,"red"
"27","buffalolake",296,53,"SSC","F",6,2,2,9,9,0,"",NA,NA,NA,1,31.9,NA,"25.7","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.9",0,0,1,7,1.50407739677627,"low",21,"blue"
"28","buffalolake",299,9,"SSC","F",2,1,0,2,7,1,"2",3.2,NA,NA,1,35.1,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.2",1,0.142857142857143,1,6,1.94591014905531,"low",21,"blue"
"29","buffalolake",3,75,"QLP","F",8,2,4,13,1,0,"",NA,NA,NA,0,30.8,NA,"12","Chewed",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",0,0,1,-1,-0.693147180559945,"low",21,"blue"
"30","buffalolake",302,58,"SSC","M",7,3,0,10,8,1,"2",6.1,NA,NA,1,33.3,NA,"30.9","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",1,0.125,1,5,0.980829253011726,"low",24,"red"
"31","buffalolake",306,22,"LAR","M",8,3,7,4,4,0,"",NA,NA,NA,1,40.9,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.4",0,0,1,1,0.287682072451781,"low",24,"red"
"32","buffalolake",308,70,"LAR","M",7,3,4,12,0,NA,"",NA,NA,NA,NA,29.3,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",NA,NA,0,-3,NA,"low",24,"red"
"33","buffalolake",309,3,"LAR","F",3,1,0,1,6,0,"",NA,NA,NA,1,24.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.1",0,0,1,5,1.79175946922805,"low",21,"blue"
"34","buffalolake",309,67,"LAR","F",2,1,1,12,5,0,"",NA,NA,NA,0,26.4,NA,"7.6","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",0,0,1,4,1.6094379124341,"low",21,"blue"
"35","buffalolake",310,82,"SSC","M",3,1,1,14,3,0,"",NA,NA,NA,1,31.1,NA,"30.2","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",0,0,1,2,1.09861228866811,"low",24,"red"
"36","buffalolake",315,39,"COB","F",5,2,0,7,4,0,"",NA,NA,NA,0,25.7,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",0,0,1,2,0.693147180559945,"low",21,"blue"
"37","buffalolake",316,51,"COB","F",3,1,0,9,0,NA,"",NA,NA,NA,NA,34,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.9",NA,NA,0,-1,NA,"low",21,"blue"
"38","buffalolake",317,24,"COB","M",3,1,0,4,4,0,"",NA,NA,NA,1,40.3,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.4",0,0,1,3,1.38629436111989,"low",24,"red"
"39","buffalolake",318,52,"COB","M",4,1,0,9,0,NA,"",NA,NA,NA,NA,27.9,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.9",NA,NA,0,-1,NA,"low",24,"red"
"40","buffalolake",319,30,"SLR","M",6,1,0,5,4,0,"",NA,NA,NA,1,33,NA,NA,"tillering is a close call; all tillers fairly close to planting site ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.5",0,0,1,3,1.38629436111989,"low",24,"red"
"41","buffalolake",320,2,"COB","M",9,2,0,1,10,1,"3",6.4,NA,NA,1,26.8,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.1",1,0.1,1,8,1.6094379124341,"low",24,"red"
"42","buffalolake",34,5,"HHC","F",2,1,5,1,4,1,"N/A",NA,NA,NA,0,30.1,NA,NA,"looks like inflorescence was chewed or snapped off ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.1",1,0.25,1,3,1.38629436111989,"high",21,"blue"
"43","buffalolake",350,10,"SSC","M",5,1,0,2,1,0,"",NA,NA,NA,0,32.2,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.2",0,0,1,0,0,"low",24,"red"
"44","buffalolake",355,54,"SSC","M",1,1,0,9,NA,NA,"",NA,NA,NA,NA,33,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.9",NA,NA,NA,NA,NA,"low",24,"red"
"45","buffalolake",357,42,"SSC","M",3,1,0,7,1,0,"",NA,NA,NA,0,32.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",0,0,1,0,0,"low",24,"red"
"46","buffalolake",358,73,"SSC","F",6,2,0,13,7,0,"",NA,NA,NA,1,30.8,NA,"13.2","Chewed",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",0,0,1,5,1.25276296849537,"low",21,"blue"
"47","buffalolake",359,81,"SSC","F",4,2,0,14,0,NA,"",NA,NA,NA,NA,30.1,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",NA,NA,0,-2,NA,"low",21,"blue"
"48","buffalolake",360,77,"LAR","F",6,1,0,13,10,2,"2",6.6,5.3,NA,0,22.5,NA,"15.2","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",1,0.2,1,9,2.30258509299405,"low",21,"blue"
"49","buffalolake",361,32,"LAR","M",11,3,1,6,0,NA,"",NA,NA,NA,NA,27.9,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",NA,NA,0,-3,NA,"low",24,"red"
"50","buffalolake",362,66,"LAR","M",3,1,0,11,1,0,"",NA,NA,NA,0,35.5,NA,"7.4","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,0,1,0,0,"low",24,"red"
"51","buffalolake",363,78,"LAR","M",11,3,0,13,0,NA,"",NA,NA,NA,NA,14.2,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",NA,NA,0,-3,NA,"low",24,"red"
"52","buffalolake",364,69,"LAR","F",6,3,0,12,7,0,"",NA,NA,NA,1,18.1,NA,"18.9","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",0,0,1,4,0.847297860387204,"low",21,"blue"
"53","buffalolake",365,21,"LAR","F",3,1,0,4,0,NA,"",NA,NA,NA,NA,33.3,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.4",NA,NA,0,-1,NA,"low",21,"blue"
"54","buffalolake",366,25,"LAR","F",4,1,0,5,2,0,"",NA,NA,NA,0,35.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.5",0,0,1,1,0.693147180559945,"low",21,"blue"
"55","buffalolake",368,55,"SLR","F",5,1,0,10,0,NA,"",NA,NA,NA,NA,25.4,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",NA,NA,0,-1,NA,"low",21,"blue"
"56","buffalolake",370,61,"SLR","F",3,1,0,11,2,0,"",NA,NA,NA,1,27.5,NA,"17.4","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,0,1,1,0.693147180559945,"low",21,"blue"
"57","buffalolake",371,15,"SLR","F",3,1,0,3,0,NA,"",NA,NA,NA,NA,28.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",NA,NA,0,-1,NA,"low",21,"blue"
"58","buffalolake",372,43,"SLR","F",4,1,0,8,0,NA,"",NA,NA,NA,NA,29,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.8",NA,NA,0,-1,NA,"low",21,"blue"
"59","buffalolake",373,62,"SLR","M",8,2,0,11,4,0,"",NA,NA,NA,1,25.4,NA,"21","Tillering is a close call ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,0,1,2,0.693147180559945,"low",24,"red"
"60","buffalolake",374,56,"SLR","M",12,3,0,10,13,2,"3",9,7.4,NA,1,33.7,NA,"51.6","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.10",1,0.153846153846154,1,10,1.46633706879343,"low",24,"red"
"61","buffalolake",375,4,"SLR","M",5,1,1,1,6,1,"N/A",NA,NA,NA,1,33.3,NA,NA,"Inf chewed or snapped off",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.1",1,0.166666666666667,1,5,1.79175946922805,"low",24,"red"
"62","buffalolake",376,68,"SLR","M",4,1,1,12,5,1,"",NA,NA,NA,1,25.4,NA,"19.2","Chewed and snapped off ",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",1,0.2,1,4,1.6094379124341,"low",24,"red"
"63","buffalolake",377,16,"LLELA","M",11,3,2,3,7,0,"",NA,NA,NA,1,26.8,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",0,0,1,4,0.847297860387204,"high",24,"red"
"64","buffalolake",377,44,"LLELA","M",5,1,5,8,0,NA,"",NA,NA,NA,NA,31.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.8",NA,NA,0,-1,NA,"high",24,"red"
"65","buffalolake",38,76,"QLP","M",6,2,0,13,2,0,"",NA,NA,NA,0,21.7,NA,"23.2","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.13",0,0,1,0,0,"low",24,"red"
"66","buffalolake",4,19,"QLP","F",4,2,4,4,5,0,"2",NA,NA,NA,1,32.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.4",0,0,1,3,0.916290731874155,"low",21,"blue"
"67","buffalolake",40,20,"QLP","M",9,3,0,4,12,1,"",5.1,NA,NA,1,35.8,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.4",1,0.0833333333333333,1,9,1.38629436111989,"low",24,"red"
"68","buffalolake",49,72,"CWM","F",5,1,1,12,3,0,"",NA,NA,NA,1,33.7,NA,"15.8","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.12",0,0,1,2,1.09861228866811,"low",21,"blue"
"69","buffalolake",5,37,"QLP","F",8,2,0,7,0,NA,"",NA,NA,NA,NA,36.6,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",NA,NA,0,-2,NA,"low",21,"blue"
"70","buffalolake",59,13,"CWM","F",4,1,0,3,3,0,"",NA,NA,NA,1,35.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",0,0,1,2,1.09861228866811,"low",21,"blue"
"71","buffalolake",6,63,"QLP","F",4,2,2,11,5,0,"",NA,NA,NA,1,31.1,NA,"18.1","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.11",0,0,1,3,0.916290731874155,"low",21,"blue"
"72","buffalolake",60,35,"CWM","F",2,1,0,6,0,NA,"",NA,NA,NA,NA,27.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.6",NA,NA,0,-1,NA,"low",21,"blue"
"73","buffalolake",67,80,"CWM","M",9,1,0,14,0,NA,"",NA,NA,NA,NA,38.7,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.14",NA,NA,0,-1,NA,"low",24,"red"
"74","buffalolake",68,46,"HHC","M",2,1,0,8,0,NA,"",NA,NA,NA,NA,34.4,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.8",NA,NA,0,-1,NA,"high",24,"red"
"75","buffalolake",71,14,"CWM","M",3,1,0,3,0,NA,"",NA,NA,NA,NA,31.5,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.3",NA,NA,0,-1,NA,"low",24,"red"
"76","buffalolake",81,40,"LLELA","M",11,3,0,7,11,0,"",NA,NA,NA,0,36.6,NA,"30","",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.7",0,0,1,8,1.29928298413026,"high",24,"red"
"77","buffalolake",81,8,"LLELA","M",10,2,0,2,0,NA,"",NA,NA,NA,NA,33,NA,NA,"",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"buffalolake.2",NA,NA,0,-2,NA,"high",24,"red"
