id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
7906805,SNM,,,PreservedSpecimen,c929cf39-2f6b-4a12-b2aa-d32602561787,1595,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"P. Nighswonger",,,1968-05-13,1968,5,13,134,,5/13/1968,,"Sandy hillside, land recently cleared of oaks, grazed",,,,,,,,,,,,,,,"United States",Oklahoma,Cleveland,,"~ 4 mi NE of Norman,",,,,,,,,,,,,,,,,,,,,,,,"2016-03-08 18:10:31",1595,25,urn:uuid:c929cf39-2f6b-4a12-b2aa-d32602561787,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=7906805
8043214,ARIZ,,,PreservedSpecimen,urn:uuid:5eb35c20-501b-48f9-8c7a-9d500a468a05,424048,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"Marshall C. Johnston",unknown,,,,,,"B.C. Tharp",,,1929-04-02,1929,4,2,92,,4-2-29,,,,,,,,,,,,,,,,,"United States",Texas,"Brewster County",,"15 mi. Marathon on Alpine road.",,,,,,,,,,,,,,,,,,,,,,,"2018-06-23 16:26:05",332940,2,urn:uuid:bff3bece-b746-42ff-97dc-1aa85357d0f6,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=8043214
8543377,DUKE,,,PreservedSpecimen,621d182f-b475-4f0c-981a-6dcf3993b69d,DUKE10036122,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",Richland,,,,,,,,,,,,,,,,,,,,,,,,"Layne Huiet","2016-02-14 10:58:21",,192,urn:uuid:621d182f-b475-4f0c-981a-6dcf3993b69d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=8543377
8543378,DUKE,,,PreservedSpecimen,89abae73-a26b-4ee9-a6f9-ad18630beebc,DUKE10036123,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,DeSoto,,,,,,,,,,,,,,,,,,,,,,,,"Layne Huiet","2016-02-14 10:58:21",,192,urn:uuid:89abae73-a26b-4ee9-a6f9-ad18630beebc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=8543378
8543379,DUKE,,,PreservedSpecimen,396906ee-30d2-4c58-9ef9-1e12bd1afb6e,DUKE10036124,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Craighead,,,,,,,,,,,,,,,,,,,,,,,,"Layne Huiet","2016-02-14 10:58:21",,192,urn:uuid:396906ee-30d2-4c58-9ef9-1e12bd1afb6e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=8543379
9168593,BUT,,,PreservedSpecimen,5d4d9927-8589-4c75-bcaf-1aa882c1c7ef,BUT0002123,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"B.C. Tharp",,,1929-04-02,,,,,,4/2/29,,,,,,,,,,,,,,,,,"United States",Texas,Brewster,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:5d4d9927-8589-4c75-bcaf-1aa882c1c7ef,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168593
9168595,BUT,,,PreservedSpecimen,01e1a212-f519-4335-9517-b67a5f441ef8,BUT0002124,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"P. Messman",,79,1935-05-01,,,,,,"May 1, 1935",,,,,,,,,,,,,,,,,"United States",Oklahoma,Payne,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:01e1a212-f519-4335-9517-b67a5f441ef8,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168595
9168674,BUT,,,PreservedSpecimen,645e2f15-f915-4ce9-8c3f-40cb6c1255d6,BUT0002116,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"H.B. Gephardt",,99,1941-04-22,,,,,,"April 22, 1941",,,,,,,,,,,,,,,,,"United States",Oklahoma,Garfield,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:645e2f15-f915-4ce9-8c3f-40cb6c1255d6,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168674
9168708,BUT,,,PreservedSpecimen,aa0a39e5-d966-4f85-bc7e-28cc7ed1d263,BUT0002117,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Dr. W.L. Tolstead",,7062,1943-04-28,,,,,,"April 28, 1943",,,,,,,,,,,,,,,,,"United States",Texas,Taylor,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:aa0a39e5-d966-4f85-bc7e-28cc7ed1d263,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168708
9168718,BUT,,,PreservedSpecimen,92a5b784-3142-4997-a433-2161d6d5dc52,BUT0002125,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E. Bondy",,,1937-05-04,,,,,,"May 4, 1937",,,,,,,,,,,,,,,,,"United States",Oklahoma,Woodward,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:92a5b784-3142-4997-a433-2161d6d5dc52,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168718
9168722,BUT,,,PreservedSpecimen,c985fad8-4376-4799-a175-6e0355e6f616,BUT0002122,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"G.L. Fisher",,,1931-04-19,,,,,,"April 19, 1931",,,,,,,,,,,,,,,,,"United States",Texas,"San Saba",,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:c985fad8-4376-4799-a175-6e0355e6f616,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168722
9168733,BUT,,,PreservedSpecimen,251d79fb-8fc3-4774-a098-7a1a97a9ca7a,BUT0002126,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E. Bondy",,,1937-05-04,,,,,,"May 4, 1937",,,,,,,,,,,,,,,,,"United States",Oklahoma,Woodward,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:251d79fb-8fc3-4774-a098-7a1a97a9ca7a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168733
9168752,BUT,,,PreservedSpecimen,f248e1f7-9c69-4a2d-84e8-c3e6fc11bc5b,BUT0002127,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"W.A. Silveus",,3920,2016-04-02,,,,,,"April 1-39",,,,,,,,,,,,,,,,,"United States",Texas,Bexar,,,,0,,,,,,,,,,,,,,,,,,,,,"2016-05-10 05:26:33",,150,urn:uuid:f248e1f7-9c69-4a2d-84e8-c3e6fc11bc5b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9168752
9282016,USCH,HWR,,PreservedSpecimen,5ebb328a-ff6d-11e2-9beb-001c23ce290f,HWR-0003330,104158,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"Soreng, R.",,,,,,,"Butler, A.",,,1881-00-00,1881,0,0,,,,,"""(Texas Blue Grass) sent by Comm. of Ag. Columbia, SC, said to be from Alabama (See Rpt. Ag. 1881-2)"" **Col. A.P. Butler was the commissioner of Agriculture during this time - p.405 in The Private Journal of HWR**",,,,,,,,flowering,,,,,,,"United States",Alabama,,,Alabama,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 15:43:19",5ebb328a-ff6d-11e2-9beb-001c23ce290f,147,urn:uuid:2ad56138-4c22-4734-96f6-cb67cbe8aa92,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9282016
9481684,GA,,,PreservedSpecimen,2aa64646-971e-4eeb-880a-81d94af2f574,GA009723,101154,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"McClelland, C",,s.n.,1905-03-29,1905,3,29,88,,,,,,,,,,,,,,,,,,,"United States",Georgia,"Spalding County",,"Spalding County, GA",,,,,,,,,,,,,,,,,,,,,,,"2017-12-06 16:58:08",2aa64646-971e-4eeb-880a-81d94af2f574,258,urn:uuid:49808259-edcc-4dba-8cd5-3f74f6d2e3fd,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9481684
9493013,GA,,,PreservedSpecimen,56959f31-5b08-4793-8805-e6961fa5a6fc,GA009724,13284,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Whitney, J",,s.n.,1936-04-14,1936,4,14,105,,,,,,,,,,,,,,,,,,,"United States",Georgia,"Clarke County",,"Clarke County, GA",,,,,,,,,,,,,,,,,,,,,,,"2017-12-06 16:58:08",56959f31-5b08-4793-8805-e6961fa5a6fc,258,urn:uuid:b2468a2f-6487-49fa-8251-09e764c8acf6,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9493013
9499110,GA,,,PreservedSpecimen,486be92b-6f72-41b1-b2c6-7e71a0ef6788,GA009722,258042,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Norris, R",,5100,1986-05-02,1986,5,2,122,,,,,,,,,,,,,,,,,,,"United States",Georgia,"Sumter County",,"Sumter County, GA",,,,,,,,,,,,,,,,,,,,,,,"2017-12-06 16:58:08",486be92b-6f72-41b1-b2c6-7e71a0ef6788,258,urn:uuid:86ecddfb-ad57-4c72-a7b0-e38520005585,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9499110
9762296,VSC,,,PreservedSpecimen,af5464f2-0fe7-11e3-80ec-0050569e004a,VSC0056711,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"No Collector Listed",,,1927-04-25,1927,4,25,115,,,,,,,,,,,,,,,,,,,"United States",Georgia,"Spalding County",,,,,,,,,,,,,,,,,,,,,,,,,"2016-06-09 11:48:30",af5464f2-0fe7-11e3-80ec-0050569e004a,263,urn:uuid:9a8f022d-13d1-489d-8977-194f93eae55a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9762296
9788068,VSC,,,PreservedSpecimen,af5485c2-0fe7-11e3-80ec-0050569e004a,VSC0056712,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"P. Nighswonger",,,1972-05-22,1972,5,22,143,,,,,,,1002,,,,,,,,,,,,"United States",Oklahoma,"Woods County",,,,,,,,,,,,,,,,,,,,,,,,,"2016-06-09 11:48:30",af5485c2-0fe7-11e3-80ec-0050569e004a,263,urn:uuid:a7ebdb5d-5c7f-4a82-a0af-b45cc1441269,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=9788068
10242918,IND,,,PreservedSpecimen,5b449dc9-9168-48ff-a4b2-66c1a8e8e232,IND-0037144,95460,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Delzie Demaree",,30432,1951-05-06,1951,5,6,126,,5-6-51,,"railroad fill. large patch.",,,,,,,,,,,,,,,"United States",Arkansas,Craighead,,Brookland,,0,,35.900073,-90.582053,,900,,"rpdavies (2018-09-12 10:09:28)",,"georef batch tool 2018-09-12; GeoLocate","reviewed - high confidence",,79,,,,,260ft,,en,avtodd,"2019-04-23 18:34:52",,278,urn:uuid:5b449dc9-9168-48ff-a4b2-66c1a8e8e232,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10242918
10408958,TENN,,,PreservedSpecimen,d0310e9e-fe07-4654-a9f1-f82ed1f5ab34,TENN-V-0033343,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,Lee,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:d0310e9e-fe07-4654-a9f1-f82ed1f5ab34,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408958
10408959,TENN,,,PreservedSpecimen,009beba4-c1ca-4d85-beaf-39283ae401cb,TENN-V-0033344,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,Washington,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:009beba4-c1ca-4d85-beaf-39283ae401cb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408959
10408960,TENN,,,PreservedSpecimen,aa916b14-b3a2-4a77-b171-0bf4b298a370,TENN-V-0033345,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,Washington,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:aa916b14-b3a2-4a77-b171-0bf4b298a370,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408960
10408961,TENN,,,PreservedSpecimen,83961526-1810-4eb5-a55b-37c3d1912e0b,TENN-V-0033346,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Oklahoma,Greer,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:83961526-1810-4eb5-a55b-37c3d1912e0b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408961
10408962,TENN,,,PreservedSpecimen,17e86e04-61b3-4755-95e1-881c613ec2c6,TENN-V-0033347,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Oklahoma,Jackson,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:17e86e04-61b3-4755-95e1-881c613ec2c6,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408962
10408963,TENN,,,PreservedSpecimen,173803ed-0653-4882-9f6e-a32501f52567,TENN-V-0033348,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Oklahoma,Texas,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:173803ed-0653-4882-9f6e-a32501f52567,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408963
10408964,TENN,,,PreservedSpecimen,59395d92-6845-455b-8aae-7cfc80c550fb,TENN-V-0033349,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,Dallas,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:59395d92-6845-455b-8aae-7cfc80c550fb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408964
10408965,TENN,,,PreservedSpecimen,c057e5a1-a0c2-4723-a846-0351880cbf56,TENN-V-0033350,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,Fannin,,,,,,,,,,,,,,,,,,,,,,,en,JasWalker,"2016-08-04 13:08:41",,312,urn:uuid:c057e5a1-a0c2-4723-a846-0351880cbf56,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10408965
10445089,WCUH,,,PreservedSpecimen,604bee9e-5a82-4b47-adfc-634884a08a9b,WCUH0019430,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",Jackson,,,,,,,,,,,,,,,,,,,,,,,en,"kaley wisher","2016-08-10 15:08:51",,248,urn:uuid:604bee9e-5a82-4b47-adfc-634884a08a9b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10445089
10445092,WCUH,,,PreservedSpecimen,eca2190c-ca39-4482-8f6d-a43825fa1267,WCUH0019431,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Tennessee,Cocke,,,,,,,,,,,,,,,,,,,,,,,en,"kaley wisher","2016-08-10 15:08:51",,248,urn:uuid:eca2190c-ca39-4482-8f6d-a43825fa1267,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10445092
10522654,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1656389,1656389,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Earle Bondy",,31037,1937-05-04,1937,5,4,124,,1937-5-4,,,,,,,,,,,,,,,,,"United States",Oklahoma,Woodward,,"Sandy soil N of Woodward, OK.",,,,,,,,,,,,,,,,,,,,,,,"2014-04-26 21:36:00",urn:catalog:MO:Tropicos:1656389,157,urn:uuid:2c34a720-a69e-458b-9877-a8d9517ca6c3,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10522654
10522655,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1656376,1656376,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Francis P. Daniels",,245,1906-06-30,1906,6,30,181,,1906-6-30,,,,,,,,,,,,,,,,,"United States",Colorado,Boulder,,"Grassy banks of pond SE of Boulder, CO.",,,,,,,,,,,,,,1676,,,,,,,,,"2008-05-27 22:02:00",urn:catalog:MO:Tropicos:1656376,157,urn:uuid:48d46f3c-64f2-47a6-9553-aacd9f7e2580,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10522655
10522656,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1656405,1656405,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Earle Bondy",,31036,1937-05-04,1937,5,4,124,,1937-5-4,,,,,,,,,,,,,,,,,"United States",Oklahoma,Woodward,,"Sandy soil N of Woodward, OK.",,,,,,,,,,,,,,,,,,,,,,,"2014-04-26 21:36:00",urn:catalog:MO:Tropicos:1656405,157,urn:uuid:ddd3422b-3a13-44a6-ae1a-b8c0e8f28fce,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10522656
10522657,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1656417,1656417,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Delzie Demaree",,30432,1951-05-06,1951,5,6,126,,1951-5-6,,,,,,,,,,,,,,,,,"United States",Arkansas,Craighead,,"Railroad fill. Large clumps. P.O. Brookland.",,,,,,,,,,,,,,79,,,,,,,,,"2008-05-27 22:02:00",urn:catalog:MO:Tropicos:1656417,157,urn:uuid:86a8604b-746b-4f5b-b2ea-f4cfc842b175,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10522657
10522658,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1656428,1656428,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,USDA,,19569,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,,,,"2008-05-27 22:02:00",urn:catalog:MO:Tropicos:1656428,157,urn:uuid:6c84a4c9-8449-41cd-98b8-193b3900cdbb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10522658
10602112,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2638639,2638639,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"William L. Tolstead",,7062,1943-04-28,1943,4,28,118,,1943-4-28,,,,,,,,,,,,,,,,,"United States",Texas,Taylor,,"At Camp Barkeley. On banks of ravine; deep soil.",,,,,,,,,,,,,,,,,,,,,,,"2009-12-10 08:54:00",urn:catalog:MO:Tropicos:2638639,157,urn:uuid:d32cef11-366f-4961-b3c9-b97611fde34e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602112
10602113,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2638693,2638693,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,MCCART,,1532,1939-04-07,1939,4,7,97,,1939-4-7,,,,,,,,,,,,,,,,,"United States",Texas,Collin,,"On calcareous prairie. 2 mi.se. of Frisco.",,,,,,,,,,,,,,,,,,,,,,,"2008-05-27 22:02:00",urn:catalog:MO:Tropicos:2638693,157,urn:uuid:bb6b2e93-f2ec-42dc-94cc-7f011bc6da08,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602113
10602114,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2638521,2638521,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Benjamin C. Tharp",,s.n.,1930-03-26,1930,3,26,85,,1930-3-26,,,,,,,,,,,,,,,,,"United States",Texas,Austin,,"Shoal Creek.",,,,,,,,,,,,,,,,,,,,,,,"2010-02-24 06:27:00",urn:catalog:MO:Tropicos:2638521,157,urn:uuid:8b7b0b09-bf52-4e6e-84d2-2e56a585c775,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602114
10602115,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2639386,2639386,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Earle Bondy",,s.n.,1937-05-04,1937,5,4,124,,1937-5-4,,,,,,,,,,,,,,,,,"United States",Oklahoma,Woodward,,"Sandy soil north of Woodward.",,,,,,,,,,,,,,,,,,,,,,,"2014-04-26 21:36:00",urn:catalog:MO:Tropicos:2639386,157,urn:uuid:7be52ab5-08d5-469d-b6d8-3665e9ab1bf5,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602115
10602116,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2639012,2639012,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Delzie Demaree",,12352,1936-05-01,1936,5,1,122,,1936-5-1,,,,,,,,,,,,,,,1,,"United States",Oklahoma,Alfalfa,,"Stable dunes. Jet.",,,,,,,,,,,,,,,,,,,,,,,"2012-03-28 13:09:00",urn:catalog:MO:Tropicos:2639012,157,urn:uuid:82de9be2-876d-4d97-87be-38aac8a6007d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602116
10602117,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2638930,2638930,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Ralph E. Brooks",,12889,1977-04-20,1977,4,20,110,,1977-4-20,,,,,,,,,,,,,,,,,"United States",Kansas,Sumner,,"3 mi.S. Anthony.",,,,,,,,,,,,,,,,,,,,,,,"2014-03-31 20:24:00",urn:catalog:MO:Tropicos:2638930,157,urn:uuid:089aebb4-8ab7-4024-a475-650fcf7bcb6f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602117
10602118,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2639968,2639968,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Ernest J. Palmer",,11903,1917-05-14,1917,5,14,134,,1917-5-14,,,,,,,,,,,,,,,,,"United States",Texas,Brown,,"Open ground along railway, Brownwood.",,,,,,,,,,,,,,,,,,,,,,,"2008-05-27 22:02:00",urn:catalog:MO:Tropicos:2639968,157,urn:uuid:f6577009-f7e7-47af-bdbf-eca6078d2138,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602118
10602119,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:2639867,2639867,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Benjamin C. Tharp",,s.n.,1929-04-02,1929,4,2,92,,1929-4-2,,,,,,,,,,,,,,,,,"United States",Texas,,,"15 mi from Marathon on Alpine Rd.",,,,,,,,,,,,,,,,,,,,,,,"2010-02-24 06:27:00",urn:catalog:MO:Tropicos:2639867,157,urn:uuid:451d5d98-fc4c-475c-b8f7-13dd7d070a6e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=10602119
