id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
146210,NMC,,,PreservedSpecimen,,42305,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,2017,1957-05-08,1957,5,8,128,,,,,,MF,,,,,,,,,,,,,"United States","New Mexico",Socorro,,"Slat Plains Refuge; Bosque del Apache Natl. Wildlife Refuge; San Antonio",,,,,,,,,,,,,,,,,,,,,,,"2015-05-02 02:30:11",42305,22,urn:uuid:9175c94f-9b13-46a9-b20f-82151bf0c8e2,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=146210
175599,USU,UTC,,PreservedSpecimen,USU:UTC:982,UTC00000982,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"JH Miller; B Maguire ",,39,,,,,,,,,,,,,,,,,,,0,,,,,"United States",Georgia,Clarke,,"[collected in the] spring [no month given] ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",982,16,urn:uuid:f263dcd7-bb1f-4984-9fe7-742263fee920,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=175599
191729,USU,UTC,,PreservedSpecimen,USU:UTC:59758,UTC00059758,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E Bondy ",,s.n.,1937-05-05,1937,5,5,125,,,,"Sandy soil; pistillate plant ",,,,,,,,,,0,,,,,"United States",Oklahoma,Woodward,,"N of Woodward ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",59758,16,urn:uuid:3d8313da-cbf4-4583-ac02-8f301d5cd2cc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=191729
192103,USU,UTC,,PreservedSpecimen,USU:UTC:61757,UTC00061757,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"R Rose-Innes; BH Warnock ",,791,1941-04-14,1941,4,14,104,,,,"In dark  fairly heavy soil in bottom land ",,,,,,,,,,0,,,,,"United States",Texas,Llano,,"10 mi S of Llano ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",61757,16,urn:uuid:2bd88bec-bd0f-4dec-8442-8ea58f626709,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=192103
212744,USU,UTC,,PreservedSpecimen,USU:UTC:139550,UTC00139550,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"SL Hatch ",,938,1972-04-04,1972,4,4,95,,,,,,,,,,,,,,0,,,,,"United States",Texas,"San Saba",,"12 mi SE of San Saba ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",139550,16,urn:uuid:2811e6c9-92c8-4486-911f-983bba58d94d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=212744
232279,USU,UTC,,PreservedSpecimen,USU:UTC:197926,UTC00197926,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"SL Hatch ",,4113,1980-04-14,1980,4,14,105,,,,,,,,,,,,,,0,,,,,"United States",Texas,Brazos,,"College Station  jct of Park Place and Dexter ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",197926,16,urn:uuid:e03fbe45-385c-468d-88dc-de5b39573e64,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=232279
244696,USU,UTC,,PreservedSpecimen,USU:UTC:237222,UTC00237222,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera x Poa pratensis",,"hybrid formula",,,,,,,,,,,,"Jason T. Patterson",,,,,,,,,,"Voucher for: Genome Relationships in Polyploid Poa pratensis and other Poa species inferred from Phylogenetic Analysis of Nuclear and Chloroplast DNA Sequences.",Cultivated;,,,,,,,,Unknown,,0,,,,,"United States",Utah,Cache,,"CULTIVATED; UAES Evans Farm (41.6947 degrees latitude; -111.829 degrees longitude).",,0,,,,,,,,,,,,,,,,,,,,,"2017-01-24 23:25:11",237222,16,urn:uuid:4b0cb363-7b3e-4048-9e3a-d109e29d1e4f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=244696
256341,USU,UTC,,PreservedSpecimen,USU:UTC:201369,UTC00201369,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"CW Morden ",,236,1981-04-02,1981,4,2,92,,,,"On border of road and woods; common ",,,,,,,,,,0,,,,,"United States",Texas,Burleson,,"Old River Ranch  approximately 1.5 mi E of Clay ",,0,,,,,,,,,,,,,,,,,,,,,"2016-11-30 13:49:51",201369,16,urn:uuid:f86644fd-4125-4f02-b37c-075d1352a073,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=256341
382556,UCR,,,PreservedSpecimen,UCR-BPS-2677,,UCR-2677,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"S.E. Wolff",,s.n.,1930-03-30,1930,3,30,89,,1930-3-30,,,,,,,,,,,,,,,,,"United States",Texas,Bell,,Unrecorded,,,,,,,,,,,,,,,,,,,,,,,"2019-10-27 17:05:57",1525673,9,urn:uuid:f0c01edc-f5e9-4766-9502-7b5c10127dc3,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=382556
1240417,RM,,,PreservedSpecimen,,152350,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Bassett Maguire, B. L. Richards, Jr. and Theodore Moeller",,12004,1935-05-23,1935,5,23,143,,1935-5-23,,"Loamy sandy soil, racine.",,,,,,,,flowering,,,,,,,U.S.A.,Arizona,Graham,,"Graham Mountains: Pine Crest.",,,,32.6302,-109.83969,"NAD 83",1609,"T9S R24E S24",,,"Nat. Geog. TOPO!",,,2683,,,,,"8800 ft.",,English,,"2009-03-16 17:03:25",RM-20211,50,urn:uuid:61a47207-103a-40f3-9c79-da4d01eb0c8f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=1240417
3130121,NMC,,,PreservedSpecimen,,1065,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"E. Bondy",,161,1937-05-04,1937,5,4,124,,,,"Sandy soil N of Woodward",,"EF; Pistillate",,,,,,,,,,,,,"United States",Oklahoma,Woodward,,,,,,,,,,,,,,,,,,,,,,,,,"2015-05-02 02:30:11",1065,22,urn:uuid:69d2b508-d3f1-4bc8-a4d5-d0876008fddb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=3130121
3135558,NMC,,,PreservedSpecimen,,55294,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,,,84-014,,,,,,,,,"Associated flora: Bromus inermis, Baptisi leucantha, claret-colored Geranium, Tradescantia",,"MF; Very common; tufted perennial pistillate plants, less stout staminate plants; previous yr's panicle branches up to 7 dm tall",,,,,,,,,,,,,"United States",Oklahoma,Blaine,,"S edge fo Canton Reservoir on the Canadian River, W Bend Campground",,,,,,,,,,,,,,,,,,,,,,,"2015-05-02 02:30:11",55294,22,urn:uuid:13517ae6-18da-4db8-b07e-09b218ec0dac,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=3135558
3562534,DBG,KHD,,PreservedSpecimen,dd8759eb-2b62-4bee-9489-dd499a9f6f40,KHD00048826,5864,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"U. S. Nat. Herb.",,,,,,,"Geo. L. Fisher",,s.n.,1931-04-19,1931,4,19,109,,,,,,,,,,,,,,,,,,,USA,Texas,"San Saba",,"Richland Springs..",,0,,31.270931,-98.945733,WGS84,1185,,"Michael Yost (2016-07-14 14:38:18)","GBIF Best Practices","georef batch tool 2016-07-14; GeoLocate","reviewed - high confidence","Georeferenced to geographic center of Richland Springs with uncertainty radius encompassing city limit boundaries.",351,,,,,"1,150 ft.",,,"Michael Yost","2017-10-04 11:42:43",,113,urn:uuid:dd8759eb-2b62-4bee-9489-dd499a9f6f40,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=3562534
4183947,HPC,,,PreservedSpecimen,39c2212e-af92-40b4-ad7a-f9219e76d45a,HPC00001670,2669,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Watson, Gene",,54,1976-04-08,1976,4,8,99,,,,Roadside,"sandy clay soil",,,,,,,,,,,,,,"United States",Texas,Brown,,"Hwy 183 N, 1 mi from Early",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:18:19",,175,urn:uuid:39c2212e-af92-40b4-ad7a-f9219e76d45a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183947
4183948,HPC,,,PreservedSpecimen,6f1ff7b2-b77e-49a9-b52c-4876a445d4c4,HPC00001671,2670,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Correl, D.S.",,22140,1959-05-21,1959,5,21,141,,,"scatttered infrequently",,,"female plants",,,,,,,,,,,,,"United States",Texas,Dallas,,"Stults Prairie, SW corner of Coit Road and Belt Line Road",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:16:47",,175,urn:uuid:6f1ff7b2-b77e-49a9-b52c-4876a445d4c4,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183948
4183949,HPC,,,PreservedSpecimen,c1da74df-6386-4ed6-91a5-5f4e97f47e33,HPC00001672,2671,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Stanford, Jack W.",,3844,1971-04-09,1971,4,9,99,,,,"Pecan woods",,,,,,,,,,,,,,,"United States",Texas,Hamilton,,"Leon River Valley, 7 mi E and 0.5 mi S of Hamilton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:19:48",,175,urn:uuid:c1da74df-6386-4ed6-91a5-5f4e97f47e33,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183949
4183950,HPC,,,PreservedSpecimen,cc93dc5e-6fc2-48f5-8900-800d097b1509,HPC00001673,2672,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Correl, D.S.",,15484,1957-04-01,1957,4,1,91,,,scattered,prairie,,"male plants",,,,,,,,,,,,,"United States",Texas,Dallas,,"Stults Prairie, SW corner of Coit and Belt Line Road",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:16:15",,175,urn:uuid:cc93dc5e-6fc2-48f5-8900-800d097b1509,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183950
4183953,HPC,,,PreservedSpecimen,7382bdc6-f532-47a0-8328-d29656f7e8df,HPC00001676,2675,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Burleson, Pat",,200,1976-04-01,1976,4,1,92,,,,"disturbed area",,,,,,,,,,,,,,,"United States",Texas,"San Saba",,"7 mi NW of Richland Springs",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:09:33",,175,urn:uuid:7382bdc6-f532-47a0-8328-d29656f7e8df,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183953
4183954,HPC,,,PreservedSpecimen,e2f7c496-e6de-43e8-bc46-fca70ef39627,HPC00001677,2676,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Harris, Dennis C.",,46,1987-03-24,1987,3,24,83,,,,"flood plain",,,,,,,,,,,,,,,"United States",Texas,Brown,Brownwood,"Pecan Bayou, Riverside Park",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:10:57",,175,urn:uuid:e2f7c496-e6de-43e8-bc46-fca70ef39627,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4183954
4184003,HPC,,,PreservedSpecimen,fe226ceb-6861-4fae-a162-b14ce906bd45,HPC00001726,2725,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Burleson, Pat",,870,1978-04-22,1978,4,22,112,,,,,,,,,,,,,,,,,,,"United States",Texas,"San Saba",,"11 mi SW of San Saba",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:12:14",,175,urn:uuid:fe226ceb-6861-4fae-a162-b14ce906bd45,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4184003
4314502,HPC,,,PreservedSpecimen,81d4b306-97d9-41de-bf03-15b646888f40,HPC00019145,20734,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Stanford, Jack W.",,3844,1971-04-09,1971,4,9,99,,"April 9 1971",,"Pecan woods",,,,,,,,,,,,,,,"United States",Texas,Hamilton,,"Leon River Valley, 7 mi E and 0.5 mi S of Hamilton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:30:01",,175,urn:uuid:81d4b306-97d9-41de-bf03-15b646888f40,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314502
4314503,HPC,,,PreservedSpecimen,a139e1a9-782d-40d9-b00f-87c455a7c10b,HPC00019146,20735,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Burleson, Pat",,200,1976-04-01,1976,4,1,92,,"April 1 1976",,"disturbed area",,,,,,,,,,,,,,,"United States",Texas,"San Saba",,"7 mi NW of Richland Springs",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:30:40",,175,urn:uuid:a139e1a9-782d-40d9-b00f-87c455a7c10b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314503
4314504,HPC,,,PreservedSpecimen,108c3a4a-dabe-406f-93c0-d12eb18c99aa,HPC00019147,20736,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Cornelius, Joe",,1322,1982-04-29,1982,4,29,119,,"April 29 1982","scattered to abundant in more clayey soil","dense Oak woodland","deep sandy loam",,,,,,,,,,,,,,"United States",Texas,Throckmorton,,"C. Halpert place, 21.7 lm S of Throckmorton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:32:50",,175,urn:uuid:108c3a4a-dabe-406f-93c0-d12eb18c99aa,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314504
4314505,HPC,,,PreservedSpecimen,c31db51e-0d47-4b7f-9209-3fe07e821e17,HPC00019148,20737,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Cornelius, Joe",,738,1981-04-18,1981,4,18,108,,"April 18 1981","Abundant under shrub canopies","mesquite grassland","limestone clay loam",,,,,,,,,,,,,,"United States",Texas,Throckmorton,,"J. A. Cornelius Farm, 5 km S and 6.8 km W of Throckmorton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:34:42",,175,urn:uuid:c31db51e-0d47-4b7f-9209-3fe07e821e17,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314505
4314506,HPC,,,PreservedSpecimen,595f440b-792c-4d5a-be66-adb23be60eaf,HPC00019149,20738,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Cornelius, Joe",,1295,1982-04-09,1982,4,9,99,,"April 9 1982","abundant in pastures","Stream riparia; adjacent to creek",,,,,,,,,,,,,,,"United States",Texas,Throckmorton,,"Norman McCluskey Ranch adjacent to Elm Creek, 7.2 km N and 3.9 km W of Throckmorton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:37:07",,175,urn:uuid:595f440b-792c-4d5a-be66-adb23be60eaf,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314506
4314507,HPC,,,PreservedSpecimen,bf8260f0-a04a-441d-af69-e8bf6199cb1a,HPC00019150,20739,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Cornelius, Joe",,702,1981-04-03,1981,4,3,93,,"April 3 1981","locally abundant in low areas","dense Oak woodland",,,,,,,,,,,,,,,"United States",Texas,Throckmorton,,"Halpert place, 21.7 km S of Throckmorton",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:38:53",,175,urn:uuid:bf8260f0-a04a-441d-af69-e8bf6199cb1a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4314507
4327338,HPC,,,PreservedSpecimen,7c4c42da-4353-4615-b68b-a5bd897bfc49,HPC00013285,14788,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Messick, Troy",,123,1993-04-18,1993,4,18,108,,,,"ridge on the plateau",,,,,,,,,,,,,,,"United States",Texas,"San Saba",,"4 mi N of Bend,",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:29:15",,175,urn:uuid:7c4c42da-4353-4615-b68b-a5bd897bfc49,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4327338
4330432,HPC,,,PreservedSpecimen,791fec16-01ce-4445-91f9-9a5eaa8d7bff,HPC00013353,14861,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Clobes, Heather",,42,1995-03-31,1995,3,31,90,,,,,,,,,,,,,,,,,,,"United States",Texas,Mason,,"5.4 mi W of Pontotoc",,,,,,,,,,,,,,,,,,,,,,,"2018-01-02 15:28:05",,175,urn:uuid:791fec16-01ce-4445-91f9-9a5eaa8d7bff,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4330432
4558138,ARIZ,,,PreservedSpecimen,urn:uuid:9e837627-cce4-4832-8821-9a1b5d6af718,416665,,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,,,,"Mark Fishbein; Erika Capps",,7060,2013-05-13,2013,5,13,133,,"13 May 2013",Uncommon,"River bottom, riparian woods; Sandy loam",,,,,,,"Tamarix, Salsola",Reproductive,,,,,,,"United States",Oklahoma,Beaver,,"Beaver River Wildlife Management Area, about 2.4 mi (air) west of US Hwy 23, northwest of Beaver",,,,36.8254,-100.5629,,,,,,,,,730,,,,,,,,,"2014-02-27 11:39:35",322004,2,urn:uuid:1611eb34-d77d-4b25-a55c-c67ee426d2a7,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=4558138
5719642,LSU,"Vascular Plants",,PreservedSpecimen,43b3ad90-27a5-11e3-8d47-005056be0003,LSU00075209,33402,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera var. glabrata",217243,Torr.,Poa,arachnifera,var.,glabrata,,,,,,,,"Hugo Wurzlow",,s.n.,1904-00-00,1904,0,0,,,1904,,,,,,,,,,,,,,,,,"United States",Texas,Austin,,Industry,,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-18 12:00:00",77537,210,urn:uuid:aee5c273-01ac-4024-b95a-d4492f88cd61,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719642
5719643,LSU,"Vascular Plants",,PreservedSpecimen,43b3b16e-27a5-11e3-8d47-005056be0003,LSU00075210,33401,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"J. F. Joor",,s.n.,,,,,,,s.d.,,,,,,,,,,,,,,,,,"United States",Texas,Ellis,,unspecified,,,,,,,,,,,,,,,,,,,,,,"Abigayle Hogan","2015-09-25 16:48:56",77538,210,urn:uuid:86f5b3bf-063b-45ab-8bfc-034c8a80ded5,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719643
5719883,LSU,"Vascular Plants",,PreservedSpecimen,43b7a332-27a5-11e3-8d47-005056be0003,LSU00073842,116808,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"John Taylor",,27454,1979-05-15,1979,5,15,135,,1979-5-15,,,,,,,,,,,,,,,,,"United States",Oklahoma,Bryan,,"Durant; Collected from a roadside habitat about 2 mi. N of Main St.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-24 12:00:00",77778,210,urn:uuid:c67b4111-491a-4fdf-b014-401f5cd55a4f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719883
5719884,LSU,"Vascular Plants",,PreservedSpecimen,43b7a616-27a5-11e3-8d47-005056be0003,LSU00073843,62260,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"John Taylor","Connie Taylor",29902,1981-04-24,1981,4,24,114,,1981-4-24,,,,,,,,,,,,,,,,,"United States",Oklahoma,Kiowa,,"Collected from the N slope of granite hills S of Lake Altus. This is the type location of Phlox longipilosa Waterfall.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2009-03-11 03:46:16",77779,210,urn:uuid:36393829-9838-4a4c-9442-87f41b0aeeec,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719884
5719885,LSU,"Vascular Plants",,PreservedSpecimen,43b7a90e-27a5-11e3-8d47-005056be0003,LSU00073844,72965,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"J. K. Wipff",,95,1987-04-25,1987,4,25,115,,1987-4-25,,"Soil: Okalla silty clay loam. Male (staminate) plant.",,,,,,,,,,,,,,,"United States",Texas,Blanco,,"5.7 mi. E on Ranch Rd. 1 from jct of Hwy 290 & Ranch Rd. 1. On N side of Hwy & on the E side of Williams Creek.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-24 12:00:00",77780,210,urn:uuid:3f35a6f3-f999-4bfc-9ca2-1def77c8fdc8,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719885
5719886,LSU,"Vascular Plants",,PreservedSpecimen,43b7abfc-27a5-11e3-8d47-005056be0003,LSU00073845,33420,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,Unknown,,s.n.,,,,,,,,,"Hardy soil.",,,,,,,,,,,,,,,"United States",Texas,Brazoria,,unspecified,,,,,,,,,,,,,,,,,,,,,,"Abigayle Hogan","2015-09-24 16:33:03",77781,210,urn:uuid:c64c6e2d-81c8-46e1-9d8b-8d4b25aecb0d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719886
5719887,LSU,"Vascular Plants",,PreservedSpecimen,43b7b07a-27a5-11e3-8d47-005056be0003,LSU00073846,33421,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,"Jason R. Swallen",1915,,,"Texas bluegrass",,,"C. K. McClelland",,s.n.,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Spalding,,Experiment.,,,,,,,,,,,,,,,,,,,,,,"Yalma Vargas-Rodriguez","2010-12-17 01:55:45",77782,210,urn:uuid:f6574532-186b-43d4-8cc3-66158ae5233e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719887
5719888,LSU,"Vascular Plants",,PreservedSpecimen,43b7b390-27a5-11e3-8d47-005056be0003,LSU00073847,33400,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"G. C. Nealley",,s.n.,1890-00-00,1890,0,0,,,1890,,,,,,,,,,,,,,,,,"United States",Texas,,,"SW Texas.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-24 12:00:00",77783,210,urn:uuid:90f7e4a0-e199-4737-89ca-c1065fc59f24,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719888
5719889,LSU,"Vascular Plants",,PreservedSpecimen,43b7b688-27a5-11e3-8d47-005056be0003,LSU00073848,62516,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"John Taylor","Connie Taylor",31383,1982-05-07,1982,5,7,127,,1982-5-7,,,,,,,,,,,,,,,,,"United States",Oklahoma,Dewey,,"Hillside on NE side of US 279 & US 278, about 5.1 mi. SE of Seiling.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2009-03-11 03:46:43",77784,210,urn:uuid:75e8fcb0-2b8e-4807-8f4a-a2d2e1a42998,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719889
5719890,LSU,"Vascular Plants",,PreservedSpecimen,43b7b96c-27a5-11e3-8d47-005056be0003,LSU00073849,77339,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"J. S. Snowden",,915417,1987-05-09,1987,5,9,129,,1987-5-9,,"Thin clay soil over limestone, shade of live oak and Texas ash. Associated: small cedar elms, sumacs.A large clump.",,,,,,,,,,,,,,,"United States",Texas,Tarrant,,"Fort Worth Nature Center & Refuge, E side of rehabilitation farm grounds, near picnic table.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-24 12:00:00",77785,210,urn:uuid:b416fdbd-5f60-42d8-aebf-f07c155c8a79,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719890
5719891,LSU,"Vascular Plants",,PreservedSpecimen,43b7bc50-27a5-11e3-8d47-005056be0003,LSU00073850,82820,Plantae,Magnoliophyta,,Poales,Poaceae,"Poa arachnifera",18590,Torr.,Poa,arachnifera,,,,,,,"Texas bluegrass",,,"Br. Daniel Lynch",,10069,1987-05-05,1987,5,5,125,,1987-5-5,,"Tight clay soil about 20 ft. back from stream, unshaded to light shade.",,,,,,,,,,,,,,,"United States",Texas,Lampasas,,"Lometa Ranch, Travis Ecology; ca. 7 mi. SE of San Saba.",,,,,,,,,,,,,,,,,,,,,,Modifier,"2005-03-24 12:00:00",77786,210,urn:uuid:838ac28a-025b-4dcd-806e-8d758f949ecb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=5719891
